OPName,Latency,Device,Torch Version,CUDNN Version,Kernel Name,Warps per SM,Blocks per SM,Grid x,Grid y,Grid z,Block x,Block y,Block z,CUDA Version,Kernels,B,H,large
ln,0.2354346662759781,Tesla P100-PCIE-16GB,p2.1.0,8902,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",449.42856,112.35714,6292,1,1,32,4,1,cu121,";void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",6292,1340,True
ln,0.2635413308938344,Tesla P100-PCIE-16GB,p2.1.0,8902,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",515.1429,128.78572,7212,1,1,32,4,1,cu121,";void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",7212,1340,True
ln,0.4590079983075459,Tesla P100-PCIE-16GB,p2.1.0,8902,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",520.5714,130.14285,7288,1,1,32,4,1,cu121,";void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",7288,1676,True
ln,0.2442026684681574,Tesla P100-PCIE-16GB,p2.1.0,8902,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",503.7143,125.92857,7052,1,1,32,4,1,cu121,";void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",7052,1244,True
ln,0.1684480011463165,Tesla P100-PCIE-16GB,p2.1.0,8902,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",346.2857,86.57143,4848,1,1,32,4,1,cu121,";void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",4848,1036,True
ln,0.4493973354498545,Tesla P100-PCIE-16GB,p2.1.0,8902,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",473.14285,118.28571,6624,1,1,32,4,1,cu121,";void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",6624,1936,True
ln,0.4237226545810699,Tesla P100-PCIE-16GB,p2.1.0,8902,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",503.42856,125.85714,7048,1,1,32,4,1,cu121,";void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",7048,1580,True
ln,0.1859093358119329,Tesla P100-PCIE-16GB,p2.1.0,8902,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",352.57144,88.14286,4936,1,1,32,4,1,cu121,";void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",4936,1296,True
ln,0.1933439970016479,Tesla P100-PCIE-16GB,p2.1.0,8902,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",343.7143,85.92857,4812,1,1,32,4,1,cu121,";void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",4812,1408,True
ln,0.5263466636339823,Tesla P100-PCIE-16GB,p2.1.0,8902,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",544.8571,136.21428,7628,1,1,32,4,1,cu121,";void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",7628,1944,True
ln,0.2562773327032725,Tesla P100-PCIE-16GB,p2.1.0,8902,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",531.4286,132.85715,7440,1,1,32,4,1,cu121,";void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",7440,1236,True
ln,0.1654506673415502,Tesla P100-PCIE-16GB,p2.1.0,8902,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",308.0,77.0,4312,1,1,32,4,1,cu121,";void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",4312,1208,True
ln,0.239925334850947,Tesla P100-PCIE-16GB,p2.1.0,8902,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",499.7143,124.92857,6996,1,1,32,4,1,cu121,";void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",6996,1216,True
ln,0.4551999866962433,Tesla P100-PCIE-16GB,p2.1.0,8902,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",482.57144,120.64286,6756,1,1,32,4,1,cu121,";void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",6756,1816,True
ln,0.2651199996471405,Tesla P100-PCIE-16GB,p2.1.0,8902,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",300.0,75.0,4200,1,1,32,4,1,cu121,";void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",4200,1624,True
